"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Terminator: Resistance","0","0","6","0","0.91","0.91","0.15","0.17","-13.3","0.57","0.44","177","0.39","2019-11-22","954740"
"7 Sexy Sins (Foil)","0","0","7","0","22.46","22.46","3.21","0.14","95.6","2.04","0.91","5","0.42","2019-11-21","1023740"
"7 Sexy Sins","0","0","7","0","0.82","0.82","0.12","0.14","-16.7","2.04","0.91","49","0.42","2019-11-21","1023740"
"Witch Halloween (Foil)","0","0","5","0","42.53","42.53","8.51","4.11","51.7","1.44","0.78","4","0.42","2019-11-21","1133770"
"Witch Halloween","0","0","5","0","0.80","0.80","0.16","4.11","-2,468.8","1.44","0.78","31","0.42","2019-11-21","1133770"
"Steam Marines 2 (Foil)","0","0","15","0","246.22","246.22","16.41","N/A","0.0","8.48","4.87","1","6.05","2019-11-21","383940"
"Steam Marines 2","0","0","15","0","13.01","13.01","0.87","N/A","0.0","8.48","4.87","5","6.05","2019-11-21","383940"
"Farmer's Dynasty (Foil)","0","0","8","0","4.86","4.86","0.61","0.04","93.4","1.15","0.06","17","0.17","2019-11-20","678900"
"Farmer's Dynasty","0","0","8","0","0.43","0.43","0.05","0.04","20.0","1.15","0.06","197","0.17","2019-11-20","678900"
"Football Manager 2020 (Foil)","0","0","10","0","1.82","1.82","0.18","0.06","66.7","0.23","0.07","10","0.22","2019-11-20","1100600"
"Football Manager 2020","0","0","10","0","0.52","0.52","0.05","0.06","-20.0","0.23","0.07","204","0.22","2019-11-20","1100600"
"ALIA’s CARNIVAL！ (Foil)","0","0","13","0","104.19","104.19","8.01","0.08","99.0","0.09","0.68","4","0.49","2019-11-19","1094530"
"Drift86 (Foil)","0","0","6","0","8.71","8.71","1.45","0.17","88.3","0.14","0.87","9","0.31","2019-11-19","1070580"
"Drift86","0","0","6","0","0.70","0.70","0.12","0.17","-41.7","0.14","0.87","137","0.31","2019-11-19","1070580"
"ALIA’s CARNIVAL！","0","0","13","0","1.03","1.03","0.08","0.08","0.0","0.09","0.68","37","0.49","2019-11-19","1094530"
"Movavi Video Editor 15 Plus (Foil)","0","0","8","0","70.61","70.61","8.83","0.08","99.1","0.36","1.35","4","0.24","2019-11-19","969020"
"Movavi Video Editor 15 Plus","0","0","8","0","0.56","0.56","0.07","0.08","-14.3","0.36","1.35","53","0.24","2019-11-19","969020"
"DORAEMON  STORY OF SEASONS (Foil)","0","0","11","0","24.61","24.61","2.24","0.25","88.8","0.24","0.11","7","0.52","2019-11-18","965230"
"DORAEMON  STORY OF SEASONS","0","0","11","0","1.09","1.09","0.10","0.25","-150.0","0.24","0.11","83","0.52","2019-11-18","965230"
"Narcos: Rise of the Cartels (Foil)","0","0","7","0","2.62","2.62","0.37","0.04","89.2","0.52","0.04","12","0.17","2019-11-18","914110"
"Narcos: Rise of the Cartels","0","0","7","0","0.36","0.36","0.05","0.04","20.0","0.52","0.04","144","0.17","2019-11-18","914110"
"Azure Reflections (Foil)","0","0","11","0","133.77","133.77","12.16","0.19","98.4","2.73","1.94","4","0.57","2019-11-18","928440"
"Azure Reflections","0","0","11","0","1.18","1.18","0.11","0.19","-72.7","2.73","1.94","42","0.57","2019-11-18","928440"
"The Withering (Foil)","0","0","5","0","188.71","188.71","37.74","3.56","90.6","3.29","0.24","2","0.26","2019-11-17","427950"
"The Withering","0","0","5","0","0.48","0.48","0.10","3.56","-3,460.0","3.29","0.24","29","0.26","2019-11-17","427950"
"Legend of Homebody (Foil)","0","0","5","0","73.27","73.27","14.65","N/A","0.0","3.27","3.76","2","0.23","2019-11-17","744260"
"Legend of Homebody","0","0","5","0","0.43","0.43","0.09","N/A","0.0","3.27","3.76","77","0.23","2019-11-17","744260"
"Woven (Foil)","0","0","10","0","3.98","3.98","0.40","0.03","92.5","0.07","0.05","8","0.17","2019-11-16","504690"
"Woven","0","0","10","0","0.43","0.43","0.04","0.03","25.0","0.07","0.05","131","0.17","2019-11-16","504690"
"TOKYO GHOUL：re [CALL to EXIST] (Foil)","0","0","9","0","48.97","48.97","5.44","0.16","97.1","0.95","1.85","6","0.83","2019-11-15","756530"
"TOKYO GHOUL：re [CALL to EXIST]","0","0","9","0","1.74","1.74","0.19","0.16","15.8","0.95","1.85","44","0.83","2019-11-15","756530"
"Hentai Asmodeus (Foil)","0","0","5","0","1.69","1.69","0.34","0.08","76.5","0.03","0.09","19","0.23","2019-11-13","1147510"
"Hentai Asmodeus","0","0","5","0","0.43","0.43","0.09","0.08","11.1","0.03","0.09","178","0.23","2019-11-13","1147510"
"Demoniaca: Everlasting Night (Foil)","0","0","8","0","161.04","161.04","20.13","0.20","99.0","0.16","0.24","1","0.35","2019-11-12","1107370"
"Demoniaca: Everlasting Night","0","0","8","0","0.78","0.78","0.10","0.20","-100.0","0.16","0.24","27","0.35","2019-11-12","1107370"
"Koral (Foil)","0","0","5","0","12.20","12.20","2.44","0.23","90.6","0.24","0.25","4","0.57","2019-11-12","896750"
"Koral","0","0","5","0","1.11","1.11","0.22","0.23","-4.5","0.24","0.25","26","0.57","2019-11-12","896750"
"Ritual: Crown of Horns (Foil)","0","0","7","0","110.08","110.08","15.72","0.33","97.9","2.51","2.38","1","0.49","2019-11-12","1059150"
"Ritual: Crown of Horns","0","0","7","0","0.99","0.99","0.14","0.33","-135.7","2.51","2.38","18","0.49","2019-11-12","1059150"
"Steel Circus (Foil)","0","0","6","0","71.40","71.40","11.90","0.24","98.0","0.35","0.18","1","0.47","2019-11-11","969680"
"Romancing SaGa 3™ (Foil)","0","0","8","0","36.24","36.24","4.53","0.16","96.5","0.13","0.28","4","0.31","2019-11-11","952540"
"Steel Circus","0","0","6","0","1.07","1.07","0.18","0.24","-33.3","0.35","0.18","35","0.47","2019-11-11","969680"
"Romancing SaGa 3™","0","0","8","0","0.74","0.74","0.09","0.16","-77.8","0.13","0.28","41","0.31","2019-11-11","952540"
"Love Esquire (Foil)","0","0","10","0","18.90","18.90","1.89","0.10","94.7","0.41","0.14","5","0.43","2019-11-10","849740"
"Love Esquire","0","0","10","0","0.95","0.95","0.10","0.10","0.0","0.41","0.14","33","0.43","2019-11-10","849740"
"MO:Astray (Foil)","0","0","5","0","3.45","3.45","0.69","0.05","92.8","0.07","0.04","20","0.18","2019-11-08","1104660"
"MO:Astray","0","0","5","0","0.35","0.35","0.07","0.05","28.6","0.07","0.04","193","0.18","2019-11-08","1104660"
"LuGame: Lunchtime Games Club! (Foil)","0","0","6","0","64.68","64.68","10.78","0.26","97.6","1.85","0.45","3","0.34","2019-11-08","812840"
"LuGame: Lunchtime Games Club!","0","0","6","0","0.78","0.78","0.13","0.26","-100.0","1.85","0.45","32","0.34","2019-11-08","812840"
"Journey of Greed (Foil)","0","0","6","0","9.79","9.79","1.63","0.05","96.9","0.15","0.06","3","0.21","2019-11-08","1032790"
"Journey of Greed","0","0","6","0","0.47","0.47","0.08","0.05","37.5","0.15","0.06","50","0.21","2019-11-08","1032790"
"Basement (Foil)","0","0","5","0","0.78","0.78","0.16","0.05","68.8","0.04","0.04","28","0.16","2019-11-07","340150"
"Basement","0","0","5","0","0.32","0.32","0.06","0.05","16.7","0.04","0.04","214","0.16","2019-11-07","340150"
"Six Ages: Ride Like the Wind (Foil)","0","0","5","0","14.50","14.50","2.90","0.66","77.2","25.74","0.30","5","0.29","2019-11-07","881420"
"Six Ages: Ride Like the Wind","0","0","5","0","0.54","0.54","0.11","0.66","-500.0","25.74","0.30","38","0.29","2019-11-07","881420"
"Pilgrims (Foil)","0","0","5","0","5.05","5.05","1.01","0.07","93.1","0.06","0.05","10","0.23","2019-11-07","1049280"
"Pilgrims","0","0","5","0","0.44","0.44","0.09","0.07","22.2","0.06","0.05","118","0.23","2019-11-07","1049280"
"Faulty Apprentice - Fantasy Dating Sim (Foil)","0","0","11","0","86.59","86.59","7.87","32.12","-308.1","1.45","0.41","3","0.52","2019-11-07","630550"
"Faulty Apprentice - Fantasy Dating Sim","0","0","11","0","1.13","1.13","0.10","32.12","-32,020.0","1.45","0.41","29","0.52","2019-11-07","630550"
"Kitten'd (Foil)","0","0","9","0","28.47","28.47","3.16","N/A","0.0","2.53","2.65","4","0.96","2019-11-06","842140"
"MXGP 2019 - The Official Motocross Videogame (Foil)","0","0","10","0","25.28","25.28","2.53","0.14","94.5","0.46","0.26","9","0.35","2019-11-06","1018160"
"Hentai Mosaique Fix-IT Shoppe (Foil)","0","0","12","0","10.65","10.65","0.89","0.08","91.0","0.15","0.40","6","0.31","2019-11-06","1109360"
"Swords & Souls: Neverseen (Foil)","0","0","6","0","2.33","2.33","0.39","0.05","87.2","0.06","0.05","23","0.16","2019-11-06","679900"
"Kitten'd","0","0","9","0","1.96","1.96","0.22","N/A","0.0","2.53","2.65","30","0.96","2019-11-06","842140"
"MXGP 2019 - The Official Motocross Videogame","0","0","10","0","0.83","0.83","0.08","0.14","-75.0","0.46","0.26","53","0.35","2019-11-06","1018160"
"Hentai Mosaique Fix-IT Shoppe","0","0","12","0","0.77","0.77","0.06","0.08","-33.3","0.15","0.40","104","0.31","2019-11-06","1109360"
"Swords & Souls: Neverseen","0","0","6","0","0.38","0.38","0.06","0.05","16.7","0.06","0.05","160","0.16","2019-11-06","679900"
"Santa Girls (Foil)","0","0","5","0","97.46","97.46","19.49","0.34","98.3","1.14","0.65","3","0.37","2019-11-06","467710"
"Stranded Sails - Explorers of the Cursed Islands (Foil)","0","0","5","0","36.33","36.33","7.27","0.17","97.7","0.45","0.14","7","0.26","2019-11-06","943260"
"Santa Girls","0","0","5","0","0.70","0.70","0.14","0.34","-142.9","1.14","0.65","42","0.37","2019-11-06","467710"
"Stranded Sails - Explorers of the Cursed Islands","0","0","5","0","0.49","0.49","0.10","0.17","-70.0","0.45","0.14","76","0.26","2019-11-06","943260"
"Neofeud (Foil)","0","0","6","0","122.65","122.65","20.44","0.21","99.0","0.37","0.90","2","0.44","2019-11-06","673850"
"How to Raise a Wolf Girl (Foil)","0","0","5","0","39.49","39.49","7.90","0.21","97.3","0.07","0.86","5","0.37","2019-11-06","1106940"
"Neofeud","0","0","6","0","1.00","1.00","0.17","0.21","-23.5","0.37","0.90","13","0.44","2019-11-06","673850"
"How to Raise a Wolf Girl","0","0","5","0","0.72","0.72","0.14","0.21","-50.0","0.07","0.86","41","0.37","2019-11-06","1106940"
"Digimon Story Cyber Sleuth: Complete Edition (Foil)","0","0","15","0","24.09","24.09","1.61","0.10","93.8","0.29","0.28","18","0.70","2019-11-05","1042550"
"Planet Zoo (Foil)","0","0","15","0","4.35","4.35","0.29","0.07","75.9","0.07","0.05","88","0.42","2019-11-05","703080"
"Digimon Story Cyber Sleuth: Complete Edition","0","0","15","0","1.45","1.45","0.10","0.10","0.0","0.29","0.28","167","0.70","2019-11-05","1042550"
"Planet Zoo","0","0","15","0","0.86","0.86","0.06","0.07","-16.7","0.07","0.05","1570","0.42","2019-11-05","703080"
"BDSM: Big Drunk Satanic Massacre (Foil)","0","0","6","0","15.88","15.88","2.65","0.13","95.1","0.07","0.06","5","0.26","2019-11-05","669950"
"BDSM: Big Drunk Satanic Massacre","0","0","6","0","0.63","0.63","0.10","0.13","-30.0","0.07","0.06","49","0.26","2019-11-05","669950"
"Magic Potion Destroyer (Foil)","0","0","5","0","37.75","37.75","7.55","N/A","0.0","0.46","0.32","2","0.76","2019-11-04","676910"
"Magic Potion Destroyer","0","0","5","0","1.45","1.45","0.29","N/A","0.0","0.46","0.32","30","0.76","2019-11-04","676910"
"Corpse Party 2: Dead Patient (Foil)","0","0","5","0","27.31","27.31","5.46","0.92","83.2","0.75","0.27","4","0.37","2019-11-01","940310"
"Corpse Party 2: Dead Patient","0","0","5","0","0.71","0.71","0.14","0.92","-557.1","0.75","0.27","29","0.37","2019-11-01","940310"
"LoveChoice 拣爱 (Foil)","0","0","5","0","8.47","8.47","1.69","0.10","94.1","0.30","0.03","9","0.37","2019-11-01","939400"
"LoveChoice 拣爱","0","0","5","0","0.70","0.70","0.14","0.10","28.6","0.30","0.03","123","0.37","2019-11-01","939400"
"We Were Here Together (Foil)","0","0","10","0","1.11","1.11","0.11","0.03","72.7","0.05","0.05","38","0.17","2019-11-01","865360"
"We Were Here Together","0","0","10","0","0.41","0.41","0.04","0.03","25.0","0.05","0.05","920","0.17","2019-11-01","865360"
"One Day For Ched (Foil)","0","0","5","0","0.50","0.50","0.10","0.04","60.0","0.03","0.03","26","0.16","2019-11-01","321030"
"One Day For Ched","0","0","5","0","0.31","0.31","0.06","0.04","33.3","0.03","0.03","1170","0.16","2019-11-01","321030"
"Desert Child (Foil)","0","0","9","0","1.13","1.13","0.13","0.03","76.9","0.03","0.03","17","0.17","2019-11-01","844050"
"Desert Child","0","0","9","0","0.39","0.39","0.04","0.03","25.0","0.03","0.03","349","0.17","2019-11-01","844050"
"Erannorth Reborn (Foil)","0","0","10","0","42.51","42.51","4.25","0.65","84.7","2.30","0.16","2","0.30","2019-10-31","1055990"
"Erannorth Reborn","0","0","10","0","0.70","0.70","0.07","0.65","-828.6","2.30","0.16","28","0.30","2019-10-31","1055990"
"Rise of Legions (Foil)","0","0","10","0","204.83","204.83","20.48","0.14","99.3","1.88","0.12","1","0.57","2019-10-30","748940"
"Bermuda - Lost Survival (Foil)","0","0","5","0","11.21","11.21","2.24","0.12","94.6","0.93","1.00","5","0.31","2019-10-30","654690"
"Rise of Legions","0","0","10","0","1.28","1.28","0.13","0.14","-7.7","1.88","0.12","18","0.57","2019-10-30","748940"
"Bermuda - Lost Survival","0","0","5","0","0.62","0.62","0.12","0.12","0.0","0.93","1.00","56","0.31","2019-10-30","654690"
"Tsundere Idol (Foil)","0","0","5","0","60.53","60.53","12.11","0.25","97.9","0.56","0.71","3","0.31","2019-10-30","795160"
"Tsundere Idol","0","0","5","0","0.60","0.60","0.12","0.25","-108.3","0.56","0.71","35","0.31","2019-10-30","795160"
"Sable's Grimoire (Foil)","0","0","8","0","188.41","188.41","23.55","0.21","99.1","0.92","0.65","3","0.38","2019-10-29","717850"
"Alluris (Foil)","0","0","7","0","18.27","18.27","2.61","N/A","0.0","0.68","0.09","3","0.28","2019-10-29","1078510"
"Gibbous - A Cthulhu Adventure (Foil)","0","0","10","0","19.50","19.50","1.95","0.06","96.9","1.30","0.09","7","0.35","2019-10-29","914020"
"Radio Commander (Foil)","0","0","7","0","3.82","3.82","0.55","0.04","92.7","0.93","0.05","11","0.21","2019-10-29","871530"
"Sable's Grimoire","0","0","8","0","0.90","0.90","0.11","0.21","-90.9","0.92","0.65","23","0.38","2019-10-29","717850"
"Gibbous - A Cthulhu Adventure","0","0","10","0","0.81","0.81","0.08","0.06","25.0","1.30","0.09","73","0.35","2019-10-29","914020"
"Alluris","0","0","7","0","0.55","0.55","0.08","N/A","0.0","0.68","0.09","24","0.28","2019-10-29","1078510"
"Radio Commander","0","0","7","0","0.45","0.45","0.06","0.04","33.3","0.93","0.05","104","0.21","2019-10-29","871530"
"Scheming Through The Zombie Apocalypse: The Beginning (Foil)","0","0","6","0","10.86","10.86","1.81","0.07","96.1","0.52","0.42","6","0.18","2019-10-28","813540"
"Scheming Through The Zombie Apocalypse: The Beginning","0","0","6","0","0.44","0.44","0.07","0.07","0.0","0.52","0.42","40","0.18","2019-10-28","813540"
"Xeno Crisis (Foil)","0","0","5","0","118.08","118.08","23.62","N/A","0.0","1.19","6.71","1","0.52","2019-10-28","464260"
"Citrouille: Sweet Witches (Foil)","0","0","5","0","10.22","10.22","2.04","0.06","97.1","0.09","0.05","4","0.23","2019-10-28","833270"
"Xeno Crisis","0","0","5","0","0.98","0.98","0.20","N/A","0.0","1.19","6.71","20","0.52","2019-10-28","464260"
"Citrouille: Sweet Witches","0","0","5","0","0.47","0.47","0.09","0.06","33.3","0.09","0.05","21","0.23","2019-10-28","833270"
"Fantasy Blacksmith (Foil)","0","0","5","0","1.71","1.71","0.34","0.05","85.3","0.05","0.03","28","0.18","2019-10-25","959520"
"Fantasy Blacksmith","0","0","5","0","0.34","0.34","0.07","0.05","28.6","0.05","0.03","110","0.18","2019-10-25","959520"
"Perfect Heist (Foil)","0","0","5","0","2.37","2.37","0.47","0.06","87.2","0.03","0.03","9","0.26","2019-10-25","787040"
"Perfect Heist","0","0","5","0","0.50","0.50","0.10","0.06","40.0","0.03","0.03","37","0.26","2019-10-25","787040"
"Secret Neighbor (Foil)","0","0","10","0","1.47","1.47","0.15","0.03","80.0","0.06","0.06","22","0.22","2019-10-24","859570"
"Secret Neighbor","0","0","10","0","0.54","0.54","0.05","0.03","40.0","0.06","0.06","378","0.22","2019-10-24","859570"
"City Game Studio (Foil)","0","0","12","0","70.62","70.62","5.88","0.11","98.1","0.49","2.71","4","0.31","2019-10-23","726840"
"City Game Studio","0","0","12","0","0.71","0.71","0.06","0.11","-83.3","0.49","2.71","56","0.31","2019-10-23","726840"
"Transport Services (Foil)","0","0","5","0","100.62","100.62","20.12","N/A","0.0","0.30","0.39","1","0.37","2019-10-22","993690"
"Transport Services","0","0","5","0","0.69","0.69","0.14","N/A","0.0","0.30","0.39","18","0.37","2019-10-22","993690"
"Moons of Madness (Foil)","0","0","6","0","7.09","7.09","1.18","0.04","96.6","0.06","0.11","5","0.18","2019-10-22","1012840"
"Deadly Days (Foil)","0","0","10","0","10.85","10.85","1.08","0.05","95.4","0.17","0.10","8","0.22","2019-10-22","740080"
"Moons of Madness","0","0","6","0","0.40","0.40","0.07","0.04","42.9","0.06","0.11","117","0.18","2019-10-22","1012840"
"Deadly Days","0","0","10","0","0.48","0.48","0.05","0.05","0.0","0.17","0.10","115","0.22","2019-10-22","740080"
"NEKO-NIN exHeart 3 (Foil)","0","0","6","0","7.81","7.81","1.30","0.22","83.1","0.20","1.38","7","0.39","2019-10-20","1129250"
"NEKO-NIN exHeart 3","0","0","6","0","0.93","0.93","0.15","0.22","-46.7","0.20","1.38","58","0.39","2019-10-20","1129250"
"Tangle Tower (Foil)","0","0","11","0","86.91","86.91","7.90","0.17","97.8","0.32","0.85","6","0.37","2019-10-20","359510"
"Tangle Tower","0","0","11","0","0.75","0.75","0.07","0.17","-142.9","0.32","0.85","57","0.37","2019-10-20","359510"
"Onii-chan Asobo (Foil)","0","0","5","0","65.60","65.60","13.12","0.22","98.3","0.96","0.30","7","0.50","2019-10-20","954610"
"Onii-chan Asobo","0","0","5","0","0.94","0.94","0.19","0.22","-15.8","0.96","0.30","62","0.50","2019-10-20","954610"
"Children of Morta (Foil)","0","0","5","0","0.87","0.87","0.17","0.04","76.5","0.05","0.05","58","0.18","2019-10-18","330020"
"Children of Morta","0","0","5","0","0.34","0.34","0.07","0.04","42.9","0.05","0.05","638","0.18","2019-10-18","330020"
"HARDCORE MECHA (Foil)","0","0","15","0","13.28","13.28","0.89","0.12","86.5","0.94","0.37","8","0.35","2019-10-18","746580"
"HARDCORE MECHA","0","0","15","0","0.79","0.79","0.05","0.12","-140.0","0.94","0.37","97","0.35","2019-10-18","746580"
"Car Trader Simulator (Foil)","0","0","5","0","40.43","40.43","8.09","0.22","97.3","0.27","0.19","5","0.21","2019-10-17","689980"
"Felix the Reaper (Foil)","0","0","5","0","2.59","2.59","0.52","0.05","90.4","0.20","0.03","12","0.21","2019-10-17","919410"
"Felix the Reaper","0","0","5","0","0.40","0.40","0.08","0.05","37.5","0.20","0.03","70","0.21","2019-10-17","919410"
"Car Trader Simulator","0","0","5","0","0.42","0.42","0.08","0.22","-175.0","0.27","0.19","89","0.21","2019-10-17","689980"
"Rebel Inc: Escalation (Foil)","0","0","8","0","2.73","2.73","0.34","0.05","85.3","0.16","0.06","20","0.21","2019-10-17","1088790"
"Rebel Inc: Escalation","0","0","8","0","0.49","0.49","0.06","0.05","16.7","0.16","0.06","174","0.21","2019-10-17","1088790"
"The Jackbox Party Pack 6 (Foil)","0","0","5","0","0.89","0.89","0.18","0.08","55.6","0.05","0.05","38","0.16","2019-10-17","1005300"
"The Jackbox Party Pack 6","0","0","5","0","0.30","0.30","0.06","0.08","-33.3","0.05","0.05","414","0.16","2019-10-17","1005300"
"Disco Elysium (Foil)","0","0","14","0","5.60","5.60","0.40","0.06","85.0","0.05","0.06","68","0.43","2019-10-16","632470"
"Disco Elysium","0","0","14","0","0.95","0.95","0.07","0.06","14.3","0.05","0.06","1240","0.43","2019-10-16","632470"
"Passcode Breaker: The Day Before (Foil)","0","0","5","0","86.24","86.24","17.25","0.31","98.2","2.99","0.72","3","0.52","2019-10-14","334360"
"Passcode Breaker: The Day Before","0","0","5","0","0.99","0.99","0.20","0.31","-55.0","2.99","0.72","18","0.52","2019-10-14","334360"
"Trine 4: The Nightmare Prince (Foil)","0","0","10","0","1.49","1.49","0.15","0.04","73.3","0.05","0.05","45","0.17","2019-10-14","690640"
