"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"The God's Chain","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.03","0.12","80","0.18","2016-08-17","504490"
"My Butler (Foil)","0","0","5","0","36.65","36.65","7.33","0.51","93.0","0.22","3.68","1","0.31","2016-08-17","494470"
"My Butler","0","0","5","0","0.59","0.59","0.12","0.51","-325.0","0.22","3.68","41","0.31","2016-08-17","494470"
"Terrarium Land (Foil)","0","0","9","0","61.53","61.53","6.84","N/A","0.0","3.94","1.61","1","2.00","2016-08-17","438780"
"Terrarium Land","0","0","9","0","4.16","4.16","0.46","N/A","0.0","3.94","1.61","12","2.00","2016-08-17","438780"
"Ember Strike (Foil)","0","0","9","0","349.85","349.85","38.87","0.09","99.8","0.94","1.48","1","0.83","2016-08-16","374670"
"GalaxIverse (Foil)","0","0","5","0","19.64","19.64","3.93","0.44","88.8","0.12","0.09","4","0.31","2016-08-16","509390"
"Pinga Ponga (Foil)","0","0","5","0","4.99","4.99","1.00","0.05","95.0","0.44","0.58","6","0.23","2016-08-16","509960"
"Ember Strike","0","0","9","0","1.74","1.74","0.19","0.09","52.6","0.94","1.48","17","0.83","2016-08-16","374670"
"GalaxIverse","0","0","5","0","0.61","0.61","0.12","0.44","-266.7","0.12","0.09","11","0.31","2016-08-16","509390"
"Pinga Ponga","0","0","5","0","0.43","0.43","0.09","0.05","44.4","0.44","0.58","45","0.23","2016-08-16","509960"
"Super Markup Man (Foil)","0","0","6","0","8.84","8.84","1.47","0.28","81.0","0.28","0.91","4","0.37","2016-08-16","502210"
"Phantaruk (Foil)","0","0","6","0","1.52","1.52","0.25","0.04","84.0","0.03","0.04","8","0.16","2016-08-16","468930"
"Super Markup Man","0","0","6","0","0.85","0.85","0.14","0.28","-100.0","0.28","0.91","25","0.37","2016-08-16","502210"
"Phantaruk","0","0","6","0","0.38","0.38","0.06","0.04","33.3","0.03","0.04","36","0.16","2016-08-16","468930"
"Radical Spectrum: Volume 1 (Foil)","0","0","10","0","0.47","0.47","0.05","0.02","60.0","0.03","0.03","38","0.17","2016-08-16","486150"
"Radical Spectrum: Volume 1","0","0","10","0","0.41","0.41","0.04","0.02","50.0","0.03","0.03","961","0.17","2016-08-16","486150"
"Shift (Foil)","0","0","5","0","2.42","2.42","0.48","0.04","91.7","0.03","0.14","18","0.16","2016-08-16","485730"
"Tiltagon (Foil)","0","0","5","0","1.14","1.14","0.23","0.10","56.5","0.04","0.03","14","0.21","2016-08-16","432260"
"Tiltagon","0","0","5","0","0.38","0.38","0.08","0.10","-25.0","0.04","0.03","43","0.21","2016-08-16","432260"
"Shift","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.03","0.14","93","0.16","2016-08-16","485730"
"Brigador: Up-Armored Edition (Foil)","0","0","6","0","4.24","4.24","0.71","0.07","90.1","0.05","0.62","17","0.21","2016-08-16","274500"
"Brigador: Up-Armored Edition","0","0","6","0","0.50","0.50","0.08","0.07","12.5","0.05","0.62","122","0.21","2016-08-16","274500"
"Fabric (Foil)","0","0","6","0","4.48","4.48","0.75","0.08","89.3","0.19","0.05","3","0.18","2016-08-16","489660"
"Fabric","0","0","6","0","0.41","0.41","0.07","0.08","-14.3","0.19","0.05","25","0.18","2016-08-16","489660"
"Snow Horse (Foil)","0","0","5","0","46.10","46.10","9.22","N/A","0.0","0.41","5.17","1","0.73","2016-08-15","270030"
"Build 'n Bump (Foil)","0","0","6","0","4.82","4.82","0.80","0.33","58.8","1.00","0.10","3","0.23","2016-08-15","375790"
"Snow Horse","0","0","5","0","1.39","1.39","0.28","N/A","0.0","0.41","5.17","23","0.73","2016-08-15","270030"
"Build 'n Bump","0","0","6","0","0.54","0.54","0.09","0.33","-266.7","1.00","0.10","15","0.23","2016-08-15","375790"
"Pierhead Arcade (Foil)","0","0","5","0","62.92","62.92","12.58","0.11","99.1","1.30","0.69","5","0.31","2016-08-15","435490"
"Pierhead Arcade","0","0","5","0","0.59","0.59","0.12","0.11","8.3","1.30","0.69","32","0.31","2016-08-15","435490"
"Offworld Trading Company (Foil)","0","0","8","0","0.86","0.86","0.11","0.04","63.6","0.05","0.05","60","0.17","2016-08-15","271240"
"Offworld Trading Company","0","0","8","0","0.39","0.39","0.05","0.04","20.0","0.05","0.05","954","0.17","2016-08-15","271240"
"Oh No! Bugs! (Foil)","0","0","5","0","4.28","4.28","0.86","0.10","88.4","0.03","0.03","9","0.18","2016-08-15","513980"
"Oh No! Bugs!","0","0","5","0","0.33","0.33","0.07","0.10","-42.9","0.03","0.03","53","0.18","2016-08-15","513980"
"Doodler (Foil)","0","0","5","0","29.40","29.40","5.88","N/A","0.0","7.00","0.14","1","0.47","2016-08-14","479310"
"Doodler","0","0","5","0","0.89","0.89","0.18","N/A","0.0","7.00","0.14","36","0.47","2016-08-14","479310"
"Rally Copters (Foil)","0","0","5","0","30.98","30.98","6.20","0.77","87.6","0.36","143.43","1","1.23","2016-08-14","454390"
"Rally Copters","0","0","5","0","2.34","2.34","0.47","0.77","-63.8","0.36","143.43","14","1.23","2016-08-14","454390"
"Frantic Freighter (Foil)","0","0","5","0","5.76","5.76","1.15","0.05","95.7","0.12","0.04","6","0.18","2016-08-13","503150"
"Frantic Freighter","0","0","5","0","0.37","0.37","0.07","0.05","28.6","0.12","0.04","28","0.18","2016-08-13","503150"
"Blasting Agent: Ultimate Edition (Foil)","0","0","6","0","9.83","9.83","1.64","0.07","95.7","0.04","0.04","3","0.21","2016-08-13","453810"
"Blasting Agent: Ultimate Edition","0","0","6","0","0.47","0.47","0.08","0.07","12.5","0.04","0.04","32","0.21","2016-08-13","453810"
"Syndrome (Foil)","0","0","10","0","17.87","17.87","1.79","0.06","96.6","0.06","0.14","6","0.22","2016-08-13","409320"
"Syndrome","0","0","10","0","0.46","0.46","0.05","0.06","-20.0","0.06","0.14","113","0.22","2016-08-13","409320"
"ROD: Revolt Of Defense (Foil)","0","0","5","0","5.16","5.16","1.03","0.04","96.1","0.29","0.06","8","0.16","2016-08-13","508600"
"ROD: Revolt Of Defense","0","0","5","0","0.30","0.30","0.06","0.04","33.3","0.29","0.06","71","0.16","2016-08-13","508600"
"Pixel Puzzles 2: RADical ROACH (Foil)","0","0","7","0","2.06","2.06","0.29","0.03","89.7","0.03","0.03","31","0.17","2016-08-13","504880"
"Pixel Puzzles 2: RADical ROACH","0","0","7","0","0.36","0.36","0.05","0.03","40.0","0.03","0.03","457","0.17","2016-08-13","504880"
"8-Bit Hordes (Foil)","0","0","8","0","3.91","3.91","0.49","0.05","89.8","0.07","0.10","12","0.21","2016-08-12","497850"
"8-Bit Hordes","0","0","8","0","0.45","0.45","0.06","0.05","16.7","0.07","0.10","115","0.21","2016-08-12","497850"
"Karma Miwa (Foil)","0","0","6","0","0.76","0.76","0.13","0.04","69.2","0.03","0.03","11","0.18","2016-08-12","485660"
"Karma Miwa","0","0","6","0","0.41","0.41","0.07","0.04","42.9","0.03","0.03","57","0.18","2016-08-12","485660"
"Masked Shooters 2 (Foil)","0","0","6","0","3.90","3.90","0.65","0.04","93.8","0.03","0.03","13","0.18","2016-08-12","434250"
"Genius Greedy Mouse (Foil)","0","0","5","0","0.71","0.71","0.14","0.05","64.3","0.03","0.03","15","0.18","2016-08-12","485640"
"Masked Shooters 2","0","0","6","0","0.39","0.39","0.07","0.04","42.9","0.03","0.03","110","0.18","2016-08-12","434250"
"Genius Greedy Mouse","0","0","5","0","0.34","0.34","0.07","0.05","28.6","0.03","0.03","27","0.18","2016-08-12","485640"
"Gone In November (Foil)","0","0","5","0","0.43","0.43","0.09","0.04","55.6","0.03","0.03","17","0.16","2016-08-12","507390"
"Gone In November","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.03","0.03","89","0.16","2016-08-12","507390"
"Ayumi: Enhanced Edition (Foil)","0","0","5","0","209.83","209.83","41.97","N/A","0.0","0.74","1.95","1","0.57","2016-08-11","497790"
"Ayumi: Enhanced Edition","0","0","5","0","1.12","1.12","0.22","N/A","0.0","0.74","1.95","20","0.57","2016-08-11","497790"
"Tribe Of Pok (Foil)","0","0","6","0","167.28","167.28","27.88","0.93","96.7","203.19","601.29","1","1.59","2016-08-11","505140"
"Tribe Of Pok","0","0","6","0","3.69","3.69","0.61","0.93","-52.5","203.19","601.29","11","1.59","2016-08-11","505140"
"Redemption (Foil)","0","0","6","0","85.42","85.42","14.24","0.77","94.6","3.81","1.88","3","0.81","2016-08-11","330880"
"GemBreak (Foil)","0","0","8","0","12.95","12.95","1.62","0.09","94.4","0.05","0.65","6","0.28","2016-08-11","491160"
"Redemption","0","0","6","0","1.84","1.84","0.31","0.77","-148.4","3.81","1.88","20","0.81","2016-08-11","330880"
"GemBreak","0","0","8","0","0.63","0.63","0.08","0.09","-12.5","0.05","0.65","36","0.28","2016-08-11","491160"
"One day in London (Foil)","0","0","9","0","7.94","7.94","0.88","0.04","95.5","0.11","0.45","4","0.26","2016-08-11","465180"
"Elves Adventure (Foil)","0","0","6","0","0.44","0.44","0.07","0.03","57.1","0.04","0.03","71","0.13","2016-08-11","504980"
"One day in London","0","0","9","0","0.52","0.52","0.06","0.04","33.3","0.11","0.45","43","0.26","2016-08-11","465180"
"Elves Adventure","0","0","6","0","0.30","0.30","0.05","0.03","40.0","0.04","0.03","1963","0.13","2016-08-11","504980"
"Quip Anomaly (Foil)","0","0","6","0","11.84","11.84","1.97","0.32","83.8","0.03","1.84","5","0.47","2016-08-11","506470"
"Scott in Space (Foil)","0","0","5","0","9.58","9.58","1.92","0.05","97.4","0.03","0.04","5","0.18","2016-08-11","385980"
"Super Star (Foil)","0","0","6","0","4.99","4.99","0.83","0.05","94.0","0.10","0.56","20","0.16","2016-08-11","503300"
"Dino Run DX (Foil)","0","0","8","0","2.60","2.60","0.32","0.04","87.5","0.10","0.22","13","0.21","2016-08-11","248330"
"Quip Anomaly","0","0","6","0","1.07","1.07","0.18","0.32","-77.8","0.03","1.84","41","0.47","2016-08-11","506470"
"Scott in Space","0","0","5","0","0.36","0.36","0.07","0.05","28.6","0.03","0.04","38","0.18","2016-08-11","385980"
"Dino Run DX","0","0","8","0","0.44","0.44","0.06","0.04","33.3","0.10","0.22","89","0.21","2016-08-11","248330"
"Super Star","0","0","6","0","0.35","0.35","0.06","0.05","16.7","0.10","0.56","175","0.16","2016-08-11","503300"
"DungeonUp (Foil)","0","0","6","0","1.28","1.28","0.21","0.04","81.0","0.04","0.03","9","0.16","2016-08-11","388620"
"DungeonUp","0","0","6","0","0.38","0.38","0.06","0.04","33.3","0.04","0.03","68","0.16","2016-08-11","388620"
"Pixel Cup Soccer 17 (Foil)","0","0","5","0","15.05","15.05","3.01","0.06","98.0","0.22","0.09","5","0.21","2016-08-10","492340"
"Bloons TD Battles (Foil)","0","0","7","0","11.34","11.34","1.62","0.14","91.4","0.09","0.07","10","0.45","2016-08-10","444640"
"Holodrive (Foil)","0","0","8","0","1.65","1.65","0.21","0.03","85.7","0.06","0.06","11","0.17","2016-08-10","370770"
"Bloons TD Battles","0","0","7","0","0.90","0.90","0.13","0.14","-7.7","0.09","0.07","94","0.45","2016-08-10","444640"
"Pixel Cup Soccer 17","0","0","5","0","0.42","0.42","0.08","0.06","25.0","0.22","0.09","34","0.21","2016-08-10","492340"
"Holodrive","0","0","8","0","0.41","0.41","0.05","0.03","40.0","0.06","0.06","132","0.17","2016-08-10","370770"
"Reigns (Foil)","0","0","5","0","0.61","0.61","0.12","0.04","66.7","0.05","0.03","57","0.16","2016-08-10","474750"
"Reigns","0","0","5","0","0.32","0.32","0.06","0.04","33.3","0.05","0.03","548","0.16","2016-08-10","474750"
"Dark Parables: The Red Riding Hood Sisters Collector's Edition (Foil)","0","0","7","0","49.95","49.95","7.13","0.20","97.2","1.27","3.21","1","0.87","2016-08-10","499120"
"Dark Parables: The Red Riding Hood Sisters Collector's Edition","0","0","7","0","1.75","1.75","0.25","0.20","20.0","1.27","3.21","14","0.87","2016-08-10","499120"
"Unexplored (Foil)","0","0","8","0","1.36","1.36","0.17","0.04","76.5","0.04","0.05","14","0.17","2016-08-10","506870"
"Unexplored","0","0","8","0","0.38","0.38","0.05","0.04","20.0","0.04","0.05","170","0.17","2016-08-10","506870"
"El Ninja (Beta) (Foil)","0","0","5","0","0.43","0.43","0.09","0.04","55.6","0.03","0.08","15","0.18","2016-08-09","509840"
"El Ninja (Beta)","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.03","0.08","139","0.18","2016-08-09","509840"
"Dungeon Fighter Online (Foil)","0","0","14","0","21.79","21.79","1.56","0.13","91.7","0.10","0.13","15","0.37","2016-08-09","495910"
"Spikit","0","0","5","0","0.42","0.42","0.08","0.04","50.0","0.03","0.03","87","0.21","2016-08-09","509110"
"Spikit (Foil)","0","0","5","0","0.40","0.40","0.08","0.04","50.0","0.03","0.03","121","0.21","2016-08-09","509110"
"Dungeon Fighter Online","0","0","14","0","0.82","0.82","0.06","0.13","-116.7","0.10","0.13","130","0.37","2016-08-09","495910"
"Lucius Demake (Foil)","0","0","6","0","18.00","18.00","3.00","0.05","98.3","0.03","0.04","6","0.16","2016-08-09","364230"
"Lucius Demake","0","0","6","0","0.36","0.36","0.06","0.05","16.7","0.03","0.04","51","0.16","2016-08-09","364230"
"Haeven (Foil)","0","0","5","0","10.66","10.66","2.13","0.06","97.2","0.08","0.84","3","0.26","2016-08-09","508540"
"Handsome Mr. Frog (Foil)","0","0","5","0","2.01","2.01","0.40","0.04","90.0","0.10","0.03","9","0.18","2016-08-09","508990"
"Haeven","0","0","5","0","0.48","0.48","0.10","0.06","40.0","0.08","0.84","23","0.26","2016-08-09","508540"
"Handsome Mr. Frog","0","0","5","0","0.33","0.33","0.07","0.04","42.9","0.10","0.03","65","0.18","2016-08-09","508990"
"Too Angry to Space (Foil)","0","0","5","0","0.58","0.58","0.12","0.07","41.7","0.08","0.17","8","0.21","2016-08-09","494990"
"Too Angry to Space","0","0","5","0","0.39","0.39","0.08","0.07","12.5","0.08","0.17","41","0.21","2016-08-09","494990"
"DubWars (Foil)","0","0","8","0","13.40","13.40","1.67","0.14","91.6","0.57","0.50","2","0.31","2016-08-08","290000"
"DubWars","0","0","8","0","0.75","0.75","0.09","0.14","-55.6","0.57","0.50","31","0.31","2016-08-08","290000"
"The Dungeons of Castle Madness (Foil)","0","0","5","0","17.26","17.26","3.45","0.08","97.7","0.40","0.16","5","0.18","2016-08-08","506840"
"Zombie City Defense 2 (Foil)","0","0","6","0","8.57","8.57","1.43","0.08","94.4","0.60","0.91","4","0.18","2016-08-08","473970"
"Zombie City Defense 2","0","0","6","0","0.45","0.45","0.07","0.08","-14.3","0.60","0.91","42","0.18","2016-08-08","473970"
"The Dungeons of Castle Madness","0","0","5","0","0.37","0.37","0.07","0.08","-14.3","0.40","0.16","30","0.18","2016-08-08","506840"
"Nurse Love Addiction (Foil)","0","0","10","0","24.99","24.99","2.50","0.13","94.8","1.61","0.22","6","0.48","2016-08-08","485040"
"Nurse Love Addiction","0","0","10","0","1.13","1.13","0.11","0.13","-18.2","1.61","0.22","40","0.48","2016-08-08","485040"
"Little King's Story (Foil)","0","0","8","0","32.74","32.74","4.09","0.13","96.8","46.23","1.07","7","0.24","2016-08-08","390310"
"Little King's Story","0","0","8","0","0.56","0.56","0.07","0.13","-85.7","46.23","1.07","38","0.24","2016-08-08","390310"
"Office lovers (Foil)","0","0","6","0","57.83","57.83","9.64","N/A","0.0","0.12","1.17","2","0.50","2016-08-08","494450"
"Office lovers","0","0","6","0","1.11","1.11","0.19","N/A","0.0","0.12","1.17","20","0.50","2016-08-08","494450"
"Rogue Contracts: Syndicate (Foil)","0","0","6","0","49.41","49.41","8.23","0.06","99.3","0.48","0.04","5","0.23","2016-08-07","453660"
"Rogue Contracts: Syndicate","0","0","6","0","0.55","0.55","0.09","0.06","33.3","0.48","0.04","17","0.23","2016-08-07","453660"
"Blade Ballet (Foil)","0","0","10","0","70.28","70.28","7.03","0.26","96.3","0.78","0.20","2","0.43","2016-08-07","460750"
"Blade Ballet","0","0","10","0","1.01","1.01","0.10","0.26","-160.0","0.78","0.20","16","0.43","2016-08-07","460750"
"Reptilian Rebellion (Foil)","0","0","7","0","1.11","1.11","0.16","0.04","75.0","0.03","0.03","6","0.21","2016-08-07","461760"
"Reptilian Rebellion","0","0","7","0","0.42","0.42","0.06","0.04","33.3","0.03","0.03","116","0.21","2016-08-07","461760"
"Framed Wings (Foil)","0","0","5","0","40.95","40.95","8.19","0.31","96.2","3.21","0.45","2","0.44","2016-08-07","479140"
"Space Ribbon (Foil)","0","0","8","0","24.29","24.29","3.04","0.09","97.0","0.11","0.11","4","0.24","2016-08-07","501220"
"Lil Big Invasion (Foil)","0","0","8","0","16.77","16.77","2.10","0.07","96.7","0.33","0.55","5","0.17","2016-08-07","491240"
"Framed Wings","0","0","5","0","0.87","0.87","0.17","0.31","-82.4","3.21","0.45","20","0.44","2016-08-07","479140"
"Space Ribbon","0","0","8","0","0.52","0.52","0.07","0.09","-28.6","0.11","0.11","28","0.24","2016-08-07","501220"
"Lil Big Invasion","0","0","8","0","0.42","0.42","0.05","0.07","-40.0","0.33","0.55","39","0.17","2016-08-07","491240"
"Star Fields (Foil)","0","0","5","0","0.46","0.46","0.09","0.04","55.6","0.03","0.03","46","0.18","2016-08-07","499420"
"Star Fields","0","0","5","0","0.34","0.34","0.07","0.04","42.9","0.03","0.03","84","0.18","2016-08-07","499420"
"Save Jesus (Foil)","0","0","7","0","6.27","6.27","0.90","0.04","95.6","0.03","0.03","13","0.21","2016-08-07","509220"
"Save Jesus","0","0","7","0","0.43","0.43","0.06","0.04","33.3","0.03","0.03","107","0.21","2016-08-07","509220"
"Sneak Thief (Foil)","0","0","5","0","1.65","1.65","0.33","0.07","78.8","0.11","0.16","5","0.21","2016-08-06","508550"
"Sneak Thief","0","0","5","0","0.38","0.38","0.08","0.07","12.5","0.11","0.16","89","0.21","2016-08-06","508550"
"Adventure World (Foil)","0","0","12","0","17.82","17.82","1.49","0.04","97.3","0.09","0.03","7","0.26","2016-08-06","465540"
"Hexoscope (Foil)","0","0","6","0","1.60","1.60","0.27","0.04","85.2","0.03","0.03","20","0.16","2016-08-06","495780"
"Hexoscope","0","0","6","0","0.33","0.33","0.06","0.04","33.3","0.03","0.03","159","0.16","2016-08-06","495780"
"Adventure World","0","0","12","0","0.63","0.63","0.05","0.04","20.0","0.09","0.03","66","0.26","2016-08-06","465540"
"Lolly Joe (Foil)","0","0","5","0","11.82","11.82","2.36","0.52","78.0","0.04","1.75","7","0.52","2016-08-06","436060"
"Lolly Joe","0","0","5","0","1.01","1.01","0.20","0.52","-160.0","0.04","1.75","54","0.52","2016-08-06","436060"
"CASE: Animatronics (Foil)","0","0","7","0","0.96","0.96","0.14","0.04","71.4","0.03","0.03","15","0.24","2016-08-06","489360"
"CASE: Animatronics","0","0","7","0","0.49","0.49","0.07","0.04","42.9","0.03","0.03","113","0.24","2016-08-06","489360"
"Deputy Dangle (Foil)","0","0","5","0","26.91","26.91","5.38","0.28","94.8","1.26","0.12","4","1.02","2016-08-06","355690"
"Deputy Dangle","0","0","5","0","1.95","1.95","0.39","0.28","28.2","1.26","0.12","9","1.02","2016-08-06","355690"
"Take Thy Throne (Foil)","0","0","6","0","0.43","0.43","0.07","0.03","57.1","0.03","0.03","24","0.13","2016-08-05","491260"
"Take Thy Throne","0","0","6","0","0.31","0.31","0.05","0.03","40.0","0.03","0.03","266","0.13","2016-08-05","491260"
"Wobbly Jungle (Foil)","0","0","6","0","7.54","7.54","1.26","0.05","96.0","0.09","0.03","4","0.21","2016-08-05","437090"
"Funfair Ride Simulator 3 (Foil)","0","0","5","0","1.33","1.33","0.27","0.07","74.1","0.06","0.03","6","0.18","2016-08-05","497720"
"Wobbly Jungle","0","0","6","0","0.48","0.48","0.08","0.05","37.5","0.09","0.03","32","0.21","2016-08-05","437090"
"Funfair Ride Simulator 3","0","0","5","0","0.37","0.37","0.07","0.07","0.0","0.06","0.03","27","0.18","2016-08-05","497720"
"The Cat! Porfirio's Adventure (Foil)","0","0","5","0","25.77","25.77","5.15","0.09","98.3","0.10","0.03","7","0.26","2016-08-05","492270"
"The Cat! Porfirio's Adventure","0","0","5","0","0.50","0.50","0.10","0.09","10.0","0.10","0.03","31","0.26","2016-08-05","492270"
"Sky Valley (Foil)","0","0","5","0","9.53","9.53","1.91","0.06","96.9","0.08","0.50","4","0.21","2016-08-05","506590"
"Sky Valley","0","0","5","0","0.40","0.40","0.08","0.06","25.0","0.08","0.50","38","0.21","2016-08-05","506590"
"Conception II: Children of the Seven Stars (Foil)","0","0","8","0","16.35","16.35","2.04","0.12","94.1","0.27","1.01","10","0.35","2016-08-05","458730"
"Conception II: Children of the Seven Stars","0","0","8","0","0.84","0.84","0.10","0.12","-20.0","0.27","1.01","70","0.35","2016-08-05","458730"
"FARIA: Ghosts of the Stream (Foil)","0","0","5","0","74.53","74.53","14.91","0.14","99.1","0.54","0.55","2","0.37","2016-08-04","504670"
"FARIA: Ghosts of the Stream","0","0","5","0","0.72","0.72","0.14","0.14","0.0","0.54","0.55","14","0.37","2016-08-04","504670"
"Baezult (Foil)","0","0","5","0","226.65","226.65","45.33","0.31","99.3","0.11","0.37","1","0.31","2016-08-04","509860"
"Polynomial 2 (Foil)","0","0","8","0","10.92","10.92","1.37","0.19","86.1","0.45","1.00","5","0.45","2016-08-04","379420"
"Squarelands (Foil)","0","0","8","0","3.08","3.08","0.39","0.03","92.3","0.04","0.03","10","0.17","2016-08-04","383560"
"Dungeon Defenders (Foil)","0","0","7","0","1.71","1.71","0.24","0.03","87.5","0.05","0.05","26","0.17","2016-08-04","65800"
"Polynomial 2","0","0","8","0","1.02","1.02","0.13","0.19","-46.2","0.45","1.00","30","0.45","2016-08-04","379420"
"Baezult","0","0","5","0","0.62","0.62","0.12","0.31","-158.3","0.11","0.37","28","0.31","2016-08-04","509860"
"Squarelands","0","0","8","0","0.42","0.42","0.05","0.03","40.0","0.04","0.03","80","0.17","2016-08-04","383560"
"Dungeon Defenders","0","0","7","0","0.37","0.37","0.05","0.03","40.0","0.05","0.05","417","0.17","2016-08-04","65800"
"Enigmatis 3: The Shadow of Karkhala (Foil)","0","0","5","0","2.88","2.88","0.58","0.06","89.7","0.04","0.04","16","0.18","2016-08-04","495110"
"Enigmatis 3: The Shadow of Karkhala","0","0","5","0","0.34","0.34","0.07","0.06","14.3","0.04","0.04","153","0.18","2016-08-04","495110"
"Weather Lord: Legendary Hero Collector's Edition (Foil)","0","0","6","0","73.18","73.18","12.20","0.47","96.1","3.05","0.56","2","0.21","2016-08-04","500220"
"Space Rift - Episode 1 (Foil)","0","0","8","0","45.71","45.71","5.71","0.21","96.3","0.37","1.76","1","0.42","2016-08-04","437080"
"Space Rift - Episode 1","0","0","8","0","0.95","0.95","0.12","0.21","-75.0","0.37","1.76","34","0.42","2016-08-04","437080"
"Weather Lord: Legendary Hero Collector's Edition","0","0","6","0","0.49","0.49","0.08","0.47","-487.5","3.05","0.56","16","0.21","2016-08-04","500220"
"RollerGirls From Beyond (Foil)","0","0","8","0","324.96","324.96","40.62","N/A","0.0","0.21","0.60","2","0.59","2016-08-03","470490"
"RollerGirls From Beyond","0","0","8","0","1.35","1.35","0.17","N/A","0.0","0.21","0.60","10","0.59","2016-08-03","470490"
"Vicky Saves the Big Dumb World (Foil)","0","0","5","0","8.08","8.08","1.62","0.05","96.9","0.03","0.04","3","0.21","2016-08-03","404660"
"The Wizard's Lair (Foil)","0","0","7","0","6.48","6.48","0.93","0.12","87.1","0.08","0.04","5","0.31","2016-08-03","507360"
"Kingdom: New Lands (Foil)","0","0","8","0","1.22","1.22","0.15","0.03","80.0","0.04","0.04","43","0.17","2016-08-03","496300"
"The Wizard's Lair","0","0","7","0","0.65","0.65","0.09","0.12","-33.3","0.08","0.04","29","0.31","2016-08-03","507360"
"Vicky Saves the Big Dumb World","0","0","5","0","0.39","0.39","0.08","0.05","37.5","0.03","0.04","60","0.21","2016-08-03","404660"
"Kingdom: New Lands","0","0","8","0","0.40","0.40","0.05","0.03","40.0","0.04","0.04","747","0.17","2016-08-03","496300"
"Broken Armor (Foil)","0","0","5","0","1.20","1.20","0.24","0.06","75.0","0.03","0.03","11","0.26","2016-08-03","508840"
"Broken Armor","0","0","5","0","0.51","0.51","0.10","0.06","40.0","0.03","0.03","275","0.26","2016-08-03","508840"
"Anicon - Animal Complex - Cat's Path (Foil)","0","0","5","0","37.66","37.66","7.53","4.04","46.3","0.47","1.07","3","0.50","2016-08-03","502120"
"Anicon - Animal Complex - Cat's Path","0","0","5","0","0.94","0.94","0.19","4.04","-2,026.3","0.47","1.07","21","0.50","2016-08-03","502120"
"Deadly Sin 2 (Foil)","0","0","5","0","14.30","14.30","2.86","0.06","97.9","0.03","0.03","5","0.18","2016-08-02","285420"
"Deadly Sin (Foil)","0","0","5","0","4.48","4.48","0.90","0.12","86.7","0.13","0.03","3","0.26","2016-08-02","354730"
"Deadly Sin","0","0","5","0","0.48","0.48","0.10","0.12","-20.0","0.13","0.03","24","0.26","2016-08-02","354730"
"Deadly Sin 2","0","0","5","0","0.33","0.33","0.07","0.06","14.3","0.03","0.03","59","0.18","2016-08-02","285420"
"Nary (Foil)","0","0","5","0","0.88","0.88","0.18","0.05","72.2","0.55","0.03","9","0.18","2016-08-02","491720"
"Nary","0","0","5","0","0.37","0.37","0.07","0.05","28.6","0.55","0.03","38","0.18","2016-08-02","491720"
"Animated Puzzles (Foil)","0","0","7","0","123.63","123.63","17.66","0.88","95.0","0.77","1.91","4","0.70","2016-08-02","379610"
"Rising Islands (Foil)","0","0","5","0","9.03","9.03","1.81","0.10","94.5","0.13","0.03","7","0.21","2016-08-02","452450"
"Animated Puzzles","0","0","7","0","1.39","1.39","0.20","0.88","-340.0","0.77","1.91","19","0.70","2016-08-02","379610"
"Rising Islands","0","0","5","0","0.38","0.38","0.08","0.10","-25.0","0.13","0.03","37","0.21","2016-08-02","452450"
"Trap House (Foil)","0","0","6","0","145.44","145.44","24.24","N/A","0.0","1.78","0.89","1","1.04","2016-08-02","468150"
"Trap House","0","0","6","0","2.38","2.38","0.40","N/A","0.0","1.78","0.89","9","1.04","2016-08-02","468150"
"Wailing Heights (Foil)","0","0","6","0","43.35","43.35","7.22","N/A","0.0","0.23","0.22","2","0.23","2016-08-02","443650"
"Wailing Heights","0","0","6","0","0.51","0.51","0.09","N/A","0.0","0.23","0.22","31","0.23","2016-08-02","443650"
"Ray Gigant (Foil)","0","0","8","0","26.15","26.15","3.27","0.81","75.2","0.29","0.59","4","0.56","2016-08-02","421600"
"Ray Gigant","0","0","8","0","1.31","1.31","0.16","0.81","-406.3","0.29","0.59","20","0.56","2016-08-02","421600"
"VA-11 Hall-A: Cyberpunk Bartender Action (Foil)","0","0","5","0","20.12","20.12","4.02","0.19","95.3","0.06","0.18","28","0.44","2016-08-01","447530"
"VA-11 Hall-A: Cyberpunk Bartender Action","0","0","5","0","0.85","0.85","0.17","0.19","-11.8","0.06","0.18","556","0.44","2016-08-01","447530"
"Supipara - Chapter 1 Spring Has Come! (Foil)","0","0","6","0","21.15","21.15","3.52","0.32","90.9","0.06","0.79","3","0.37","2016-08-01","496350"
"Supipara - Chapter 1 Spring Has Come!","0","0","6","0","0.85","0.85","0.14","0.32","-128.6","0.06","0.79","41","0.37","2016-08-01","496350"
"Deranged Rabbits (Foil)","0","0","7","0","65.53","65.53","9.36","0.14","98.5","0.45","0.03","2","0.42","2016-08-01","448520"
"Deranged Rabbits","0","0","7","0","0.87","0.87","0.12","0.14","-16.7","0.45","0.03","32","0.42","2016-08-01","448520"
